S.No,PO#,PO Date,Product,Qty,Price,POAmount,Vendor,Status,InventoryIn,InventoryOut,Balance
1188,2188,03-01-2022,Item-3,431,13,5603,Vendor-5,Pending,0,0,0
1189,2189,16-10-2022,Item-1,433,19,8227,Vendor-3,Pending,0,0,0
1190,2190,12-09-2022,Item-1,177,11,1947,Vendor-7,Received,1947,1441.6,505.4
1191,2191,20-08-2022,Item-4,494,13,6422,Vendor-8,Pending,0,0,0
1192,2192,24-07-2022,Item-4,471,18,8478,Vendor-2,Pending,0,0,0
1193,2193,16-11-2022,Item-3,256,18,4608,Vendor-6,Received,4608,2215.9,2392.1
1194,2194,15-03-2022,Item-2,355,10,3550,Vendor-6,Pending,0,0,0
1195,2195,24-04-2022,Item-4,209,11,2299,Vendor-1,Received,2299,1166.4,1132.6
1196,2196,25-01-2022,Item-3,173,20,3460,Vendor-9,Pending,0,0,0
1197,2197,13-01-2022,Item-1,144,12,1728,Vendor-2,Pending,0,0,0
1198,2198,14-06-2022,Item-1,428,20,8560,Vendor-3,Received,8560,2275.2,6284.8
1199,2199,29-10-2022,Item-2,146,13,1898,Vendor-1,Pending,0,0,0
1200,2200,31-10-2022,Item-3,252,13,3276,Vendor-1,Pending,0,0,0
1201,2201,06-09-2022,Item-3,434,19,8246,Vendor-4,Pending,0,0,0
1202,2202,06-09-2022,Item-4,295,20,5900,Vendor-1,Pending,0,0,0
1203,2203,16-04-2022,Item-3,103,16,1648,Vendor-8,Received,1648,1141.9,506.1
1204,2204,06-07-2022,Item-2,454,12,5448,Vendor-7,Pending,0,0,0
1205,2205,09-04-2022,Item-1,345,17,5865,Vendor-4,Received,5865,2641.1,3223.9
1206,2206,22-05-2022,Item-2,500,11,5500,Vendor-7,Pending,0,0,0
1207,2207,21-10-2022,Item-1,319,13,4147,Vendor-3,Received,4147,3078.7,1068.3
1208,2208,26-09-2022,Item-2,190,18,3420,Vendor-9,Received,3420,2009.9,1410.1
1209,2209,03-12-2022,Item-3,200,16,3200,Vendor-4,Pending,0,0,0
1210,2210,17-01-2022,Item-3,244,15,3660,Vendor-4,Received,3660,2788.4,871.6
1211,2211,30-04-2022,Item-2,252,10,2520,Vendor-8,Received,2520,2295.8,224.2
1212,2212,12-01-2022,Item-1,423,20,8460,Vendor-7,Received,8460,4405.3,4054.7
1213,2213,27-09-2022,Item-1,457,12,5484,Vendor-5,Received,5484,1642.4,3841.6
1214,2214,09-04-2022,Item-3,184,11,2024,Vendor-7,Received,2024,1970,54
1215,2215,06-06-2022,Item-3,287,18,5166,Vendor-8,Received,5166,2201.7,2964.3
1216,2216,27-10-2022,Item-3,234,15,3510,Vendor-1,Pending,0,0,0
1217,2217,15-04-2022,Item-4,494,14,6916,Vendor-5,Received,6916,1325.1,5590.9
1218,2218,21-03-2022,Item-2,182,17,3094,Vendor-10,Received,3094,1057,2037
1219,2219,22-06-2022,Item-1,329,13,4277,Vendor-7,Pending,0,0,0
1220,2220,25-08-2022,Item-1,469,19,8911,Vendor-6,Pending,0,0,0
1221,2221,08-01-2022,Item-3,101,20,2020,Vendor-1,Received,2020,1518.5,501.5
1222,2222,22-02-2022,Item-2,239,13,3107,Vendor-6,Received,3107,1262.6,1844.4
1223,2223,05-10-2022,Item-3,167,17,2839,Vendor-6,Received,2839,1124.1,1714.9
1224,2224,29-12-2022,Item-3,185,17,3145,Vendor-7,Received,3145,2739.5,405.5
1225,2225,05-10-2022,Item-1,358,10,3580,Vendor-9,Pending,0,0,0
1226,2226,10-03-2022,Item-1,324,18,5832,Vendor-3,Received,5832,1581.3,4250.7
1227,2227,01-01-2022,Item-3,338,11,3718,Vendor-8,Received,3718,3159.9,558.1
1228,2228,18-05-2022,Item-3,249,17,4233,Vendor-3,Received,4233,2942.8,1290.2
1229,2229,30-12-2022,Item-4,162,18,2916,Vendor-4,Received,2916,1757.9,1158.1
1230,2230,13-04-2022,Item-1,273,19,5187,Vendor-10,Pending,0,0,0
1231,2231,24-11-2022,Item-4,379,20,7580,Vendor-6,Received,7580,1892.3,5687.7
1232,2232,16-04-2022,Item-3,121,20,2420,Vendor-1,Received,2420,1691.8,728.2
1233,2233,02-04-2022,Item-3,183,10,1830,Vendor-10,Pending,0,0,0
1234,2234,11-03-2022,Item-1,242,16,3872,Vendor-2,Received,3872,2678.5,1193.5
1235,2235,25-05-2022,Item-1,118,13,1534,Vendor-9,Pending,0,0,0
1236,2236,15-06-2022,Item-3,291,16,4656,Vendor-3,Received,4656,1466.3,3189.7
1237,2237,25-12-2022,Item-4,373,18,6714,Vendor-2,Received,6714,3935.9,2778.1
1238,2238,24-08-2022,Item-1,163,16,2608,Vendor-7,Received,2608,2585.9,22.1
1239,2239,22-02-2022,Item-3,220,14,3080,Vendor-9,Pending,0,0,0
1240,2240,21-10-2022,Item-4,160,14,2240,Vendor-1,Received,2240,1514.3,725.7
1241,2241,09-09-2022,Item-3,132,14,1848,Vendor-10,Pending,0,0,0
1242,2242,29-09-2022,Item-3,100,20,2000,Vendor-1,Pending,0,0,0
1243,2243,13-03-2022,Item-4,121,20,2420,Vendor-5,Pending,0,0,0
1244,2244,11-03-2022,Item-4,419,15,6285,Vendor-1,Pending,0,0,0
1245,2245,23-09-2022,Item-3,328,20,6560,Vendor-1,Pending,0,0,0
1246,2246,26-06-2022,Item-1,275,17,4675,Vendor-10,Pending,0,0,0
1247,2247,12-10-2022,Item-2,308,11,3388,Vendor-4,Received,3388,1736.4,1651.6
1248,2248,14-01-2022,Item-4,289,20,5780,Vendor-7,Pending,0,0,0
1249,2249,08-01-2022,Item-1,111,12,1332,Vendor-2,Pending,0,0,0
1250,2250,04-07-2022,Item-3,473,15,7095,Vendor-1,Pending,0,0,0
1251,2251,30-03-2022,Item-3,366,14,5124,Vendor-10,Pending,0,0,0
1252,2252,30-09-2022,Item-1,156,11,1716,Vendor-8,Received,1716,1533.9,182.1
1253,2253,10-10-2022,Item-1,479,16,7664,Vendor-8,Received,7664,6910.5,753.5
1254,2254,20-11-2022,Item-3,282,14,3948,Vendor-8,Received,3948,1688.9,2259.1
1255,2255,08-08-2022,Item-3,249,13,3237,Vendor-3,Pending,0,0,0
1256,2256,23-07-2022,Item-4,367,12,4404,Vendor-7,Received,4404,1753.7,2650.3
1257,2257,18-03-2022,Item-4,369,10,3690,Vendor-8,Received,3690,2317.3,1372.7
1258,2258,20-07-2022,Item-3,153,20,3060,Vendor-5,Pending,0,0,0
1259,2259,26-11-2022,Item-4,440,16,7040,Vendor-8,Pending,0,0,0
1260,2260,03-03-2022,Item-3,437,15,6555,Vendor-5,Received,6555,2892.9,3662.1
1261,2261,14-01-2022,Item-3,498,17,8466,Vendor-3,Received,8466,1166,7300
1262,2262,16-11-2022,Item-4,389,19,7391,Vendor-2,Pending,0,0,0
1263,2263,03-04-2022,Item-2,494,11,5434,Vendor-6,Pending,0,0,0
1264,2264,01-01-2022,Item-2,258,15,3870,Vendor-4,Pending,0,0,0
1265,2265,20-10-2022,Item-2,143,16,2288,Vendor-1,Pending,0,0,0
1266,2266,05-10-2022,Item-4,273,18,4914,Vendor-8,Pending,0,0,0
1267,2267,12-11-2022,Item-2,315,20,6300,Vendor-4,Pending,0,0,0
1268,2268,31-05-2022,Item-4,157,14,2198,Vendor-3,Pending,0,0,0
1269,2269,31-03-2022,Item-4,138,10,1380,Vendor-1,Pending,0,0,0
1270,2270,23-04-2022,Item-4,237,13,3081,Vendor-10,Pending,0,0,0
1271,2271,23-11-2022,Item-1,440,14,6160,Vendor-9,Received,6160,2666.7,3493.3
1272,2272,09-11-2022,Item-2,298,10,2980,Vendor-10,Received,2980,2074.1,905.9
1273,2273,03-06-2022,Item-1,388,13,5044,Vendor-1,Received,5044,3087.8,1956.2
1274,2274,15-01-2022,Item-1,420,10,4200,Vendor-2,Received,4200,2994.6,1205.4
1275,2275,07-02-2022,Item-3,170,18,3060,Vendor-5,Received,3060,3042.2,17.8
1276,2276,30-03-2022,Item-3,498,13,6474,Vendor-5,Pending,0,0,0
1277,2277,17-04-2022,Item-1,194,19,3686,Vendor-5,Pending,0,0,0
1278,2278,26-09-2022,Item-3,402,11,4422,Vendor-5,Received,4422,4271.5,150.5
1279,2279,27-11-2022,Item-4,307,15,4605,Vendor-7,Received,4605,3385.6,1219.4
1280,2280,18-04-2022,Item-4,222,12,2664,Vendor-4,Received,2664,1389.5,1274.5
1281,2281,27-09-2022,Item-1,298,15,4470,Vendor-10,Received,4470,2850.1,1619.9
1282,2282,31-10-2022,Item-3,292,14,4088,Vendor-7,Received,4088,2386.8,1701.2
1283,2283,04-07-2022,Item-4,349,20,6980,Vendor-8,Received,6980,3522.3,3457.7
1284,2284,07-05-2022,Item-3,257,17,4369,Vendor-9,Received,4369,2612.8,1756.2
1285,2285,26-01-2022,Item-3,486,11,5346,Vendor-6,Received,5346,2155,3191
1286,2286,24-02-2022,Item-3,198,10,1980,Vendor-1,Received,1980,1553.2,426.8
1287,2287,22-10-2022,Item-3,148,13,1924,Vendor-6,Received,1924,1230.6,693.4
1288,2288,17-03-2022,Item-2,176,11,1936,Vendor-7,Pending,0,0,0
1289,2289,14-11-2022,Item-3,245,16,3920,Vendor-5,Pending,0,0,0
1290,2290,07-07-2022,Item-3,452,19,8588,Vendor-10,Received,8588,1204.5,7383.5
1291,2291,29-01-2022,Item-3,203,18,3654,Vendor-5,Pending,0,0,0
1292,2292,09-08-2022,Item-4,109,17,1853,Vendor-2,Received,1853,1553.3,299.7
1293,2293,05-02-2022,Item-3,368,14,5152,Vendor-8,Received,5152,4283.4,868.6
1294,2294,15-07-2022,Item-3,483,16,7728,Vendor-7,Received,7728,3296.4,4431.6
1295,2295,05-01-2022,Item-2,457,11,5027,Vendor-8,Received,5027,1833.5,3193.5
1296,2296,24-11-2022,Item-2,360,13,4680,Vendor-2,Pending,0,0,0
1297,2297,21-04-2022,Item-4,108,19,2052,Vendor-2,Received,2052,1875.8,176.2
1298,2298,13-03-2022,Item-2,154,10,1540,Vendor-7,Pending,0,0,0
1299,2299,20-09-2022,Item-4,283,19,5377,Vendor-1,Received,5377,5049.7,327.3
1300,2300,18-03-2022,Item-4,489,19,9291,Vendor-5,Pending,0,0,0
1301,2301,21-11-2022,Item-1,242,15,3630,Vendor-3,Received,3630,3276.3,353.7
1302,2302,23-01-2022,Item-4,431,19,8189,Vendor-2,Received,8189,5423.1,2765.9
1303,2303,21-02-2022,Item-4,218,12,2616,Vendor-7,Received,2616,1718.6,897.4
1304,2304,25-02-2022,Item-4,367,15,5505,Vendor-6,Pending,0,0,0
1305,2305,14-04-2022,Item-3,475,19,9025,Vendor-9,Pending,0,0,0
1306,2306,10-12-2022,Item-1,102,10,1020,Vendor-4,Pending,0,0,0
1307,2307,14-01-2022,Item-3,406,18,7308,Vendor-2,Pending,0,0,0
1308,2308,16-01-2022,Item-3,443,17,7531,Vendor-1,Received,7531,6568.2,962.8
1309,2309,29-08-2022,Item-4,108,15,1620,Vendor-1,Pending,0,0,0
1310,2310,26-12-2022,Item-2,124,17,2108,Vendor-5,Pending,0,0,0
1311,2311,15-04-2022,Item-4,366,10,3660,Vendor-8,Received,3660,1524,2136
1312,2312,04-02-2022,Item-3,264,17,4488,Vendor-2,Received,4488,3191.6,1296.4
1313,2313,06-11-2022,Item-1,242,11,2662,Vendor-1,Received,2662,1655,1007
1314,2314,10-12-2022,Item-1,411,17,6987,Vendor-7,Pending,0,0,0
1315,2315,25-10-2022,Item-1,407,18,7326,Vendor-3,Pending,0,0,0
1316,2316,04-04-2022,Item-4,360,15,5400,Vendor-4,Pending,0,0,0
1317,2317,09-08-2022,Item-2,371,17,6307,Vendor-6,Pending,0,0,0
1318,2318,31-01-2022,Item-3,336,17,5712,Vendor-8,Received,5712,5056.3,655.7
1319,2319,25-01-2022,Item-4,276,15,4140,Vendor-3,Pending,0,0,0
1320,2320,02-04-2022,Item-1,269,18,4842,Vendor-6,Received,4842,2180.7,2661.3
1321,2321,27-03-2022,Item-2,268,14,3752,Vendor-1,Pending,0,0,0
1322,2322,18-03-2022,Item-4,191,12,2292,Vendor-7,Received,2292,2237.2,54.8
1323,2323,28-09-2022,Item-1,370,19,7030,Vendor-10,Received,7030,5159.9,1870.1
1324,2324,09-04-2022,Item-1,216,11,2376,Vendor-8,Pending,0,0,0
1325,2325,26-07-2022,Item-1,458,13,5954,Vendor-2,Pending,0,0,0
1326,2326,31-07-2022,Item-1,211,14,2954,Vendor-3,Pending,0,0,0
1327,2327,22-08-2022,Item-2,363,16,5808,Vendor-1,Received,5808,1959.1,3848.9
1328,2328,03-08-2022,Item-3,236,11,2596,Vendor-2,Pending,0,0,0
1329,2329,08-01-2022,Item-3,443,10,4430,Vendor-5,Received,4430,2412.1,2017.9
1330,2330,04-05-2022,Item-4,408,11,4488,Vendor-4,Pending,0,0,0
1331,2331,01-01-2022,Item-2,222,11,2442,Vendor-2,Pending,0,0,0
1332,2332,27-04-2022,Item-2,424,12,5088,Vendor-5,Received,5088,1440.2,3647.8
1333,2333,27-12-2022,Item-4,300,19,5700,Vendor-3,Received,5700,4842.4,857.6
1334,2334,19-03-2022,Item-2,407,15,6105,Vendor-6,Received,6105,3791.7,2313.3
1335,2335,10-04-2022,Item-4,469,15,7035,Vendor-2,Received,7035,4387,2648
1336,2336,20-05-2022,Item-4,288,19,5472,Vendor-7,Received,5472,3387.3,2084.7
1337,2337,29-05-2022,Item-3,180,18,3240,Vendor-3,Pending,0,0,0
1338,2338,05-08-2022,Item-2,470,14,6580,Vendor-8,Pending,0,0,0
1339,2339,06-06-2022,Item-3,363,18,6534,Vendor-8,Received,6534,4448.3,2085.7
1340,2340,23-07-2022,Item-1,478,10,4780,Vendor-1,Received,4780,3616.3,1163.7
1341,2341,16-10-2022,Item-3,164,20,3280,Vendor-2,Received,3280,2374.8,905.2
1342,2342,07-11-2022,Item-2,260,18,4680,Vendor-7,Pending,0,0,0
1343,2343,19-06-2022,Item-3,231,15,3465,Vendor-2,Pending,0,0,0
1344,2344,12-04-2022,Item-3,148,14,2072,Vendor-5,Pending,0,0,0
1345,2345,20-02-2022,Item-3,119,14,1666,Vendor-4,Pending,0,0,0
1346,2346,18-01-2022,Item-4,426,11,4686,Vendor-8,Received,4686,3729.1,956.9
1347,2347,13-12-2022,Item-4,483,10,4830,Vendor-7,Pending,0,0,0
1348,2348,07-10-2022,Item-1,138,17,2346,Vendor-2,Pending,0,0,0
1349,2349,05-03-2022,Item-2,443,13,5759,Vendor-7,Received,5759,1828.1,3930.9
1350,2350,04-07-2022,Item-1,440,13,5720,Vendor-3,Received,5720,1288,4432
1351,2351,02-03-2022,Item-1,449,17,7633,Vendor-8,Received,7633,4349.7,3283.3
1352,2352,30-01-2022,Item-3,420,11,4620,Vendor-6,Pending,0,0,0
1353,2353,04-11-2022,Item-2,334,18,6012,Vendor-2,Received,6012,1976.5,4035.5
1354,2354,31-07-2022,Item-4,418,20,8360,Vendor-1,Received,8360,2385.3,5974.7
1355,2355,11-03-2022,Item-1,209,18,3762,Vendor-7,Received,3762,1780.8,1981.2
1356,2356,30-11-2022,Item-3,131,19,2489,Vendor-8,Received,2489,1988.9,500.1
1357,2357,08-08-2022,Item-4,187,14,2618,Vendor-5,Received,2618,2478.8,139.2
1358,2358,20-01-2022,Item-4,184,19,3496,Vendor-4,Received,3496,2523.7,972.3
1359,2359,30-06-2022,Item-4,423,17,7191,Vendor-8,Received,7191,5587.7,1603.3
1360,2360,13-01-2022,Item-1,230,16,3680,Vendor-5,Received,3680,2117.2,1562.8
1361,2361,05-09-2022,Item-1,136,13,1768,Vendor-2,Received,1768,1679.3,88.7
1362,2362,21-10-2022,Item-3,157,10,1570,Vendor-9,Pending,0,0,0
1363,2363,05-05-2022,Item-1,396,12,4752,Vendor-6,Pending,0,0,0
1364,2364,15-02-2022,Item-2,323,20,6460,Vendor-7,Received,6460,1634.6,4825.4
1365,2365,05-09-2022,Item-2,384,12,4608,Vendor-8,Received,4608,3027.7,1580.3
1366,2366,05-03-2022,Item-2,470,15,7050,Vendor-5,Pending,0,0,0
1367,2367,21-03-2022,Item-1,120,10,1200,Vendor-9,Received,1200,1060.7,139.3
1368,2368,06-08-2022,Item-2,257,10,2570,Vendor-10,Pending,0,0,0
1369,2369,04-10-2022,Item-1,473,19,8987,Vendor-1,Received,8987,3456.8,5530.2
1370,2370,16-07-2022,Item-1,301,19,5719,Vendor-4,Received,5719,1695.6,4023.4
1371,2371,17-11-2022,Item-2,182,10,1820,Vendor-10,Pending,0,0,0
1372,2372,30-04-2022,Item-2,176,11,1936,Vendor-1,Received,1936,1105.3,830.7
1373,2373,28-08-2022,Item-2,412,11,4532,Vendor-8,Pending,0,0,0
1374,2374,24-06-2022,Item-4,127,14,1778,Vendor-4,Received,1778,1173.7,604.3
1375,2375,02-08-2022,Item-3,239,15,3585,Vendor-2,Received,3585,2064.5,1520.5
1376,2376,28-07-2022,Item-4,309,11,3399,Vendor-5,Pending,0,0,0
1377,2377,11-09-2022,Item-1,424,12,5088,Vendor-4,Received,5088,4377.9,710.1
1378,2378,25-06-2022,Item-2,451,13,5863,Vendor-7,Pending,0,0,0
1379,2379,26-10-2022,Item-4,405,16,6480,Vendor-4,Pending,0,0,0
1380,2380,08-09-2022,Item-1,210,14,2940,Vendor-8,Received,2940,1246,1694
1381,2381,09-11-2022,Item-4,168,16,2688,Vendor-1,Received,2688,2373.1,314.9
1382,2382,17-02-2022,Item-1,448,15,6720,Vendor-10,Received,6720,5203.4,1516.6
1383,2383,15-12-2022,Item-2,398,14,5572,Vendor-5,Pending,0,0,0
1384,2384,12-05-2022,Item-4,459,18,8262,Vendor-6,Received,8262,2545.4,5716.6
1385,2385,17-08-2022,Item-3,409,17,6953,Vendor-8,Pending,0,0,0
1386,2386,20-04-2022,Item-1,366,10,3660,Vendor-6,Received,3660,3003.5,656.5
1387,2387,03-04-2022,Item-4,269,19,5111,Vendor-9,Pending,0,0,0
1388,2388,13-10-2022,Item-2,444,16,7104,Vendor-4,Pending,0,0,0
1389,2389,19-01-2022,Item-2,400,19,7600,Vendor-4,Received,7600,4902,2698
1390,2390,05-05-2022,Item-1,332,12,3984,Vendor-8,Received,3984,2716.2,1267.8
1391,2391,15-04-2022,Item-1,463,11,5093,Vendor-4,Pending,0,0,0
1392,2392,15-07-2022,Item-1,244,11,2684,Vendor-6,Received,2684,1363,1321
1393,2393,08-04-2022,Item-3,281,10,2810,Vendor-8,Received,2810,2586.9,223.1
1394,2394,04-12-2022,Item-2,151,18,2718,Vendor-1,Pending,0,0,0
1395,2395,29-11-2022,Item-2,267,10,2670,Vendor-5,Received,2670,1548.3,1121.7
1396,2396,09-03-2022,Item-4,327,11,3597,Vendor-9,Received,3597,2503.6,1093.4
1397,2397,17-07-2022,Item-4,132,19,2508,Vendor-6,Received,2508,1079.3,1428.7
1398,2398,14-08-2022,Item-2,131,14,1834,Vendor-8,Received,1834,1060.4,773.6
1399,2399,24-05-2022,Item-3,110,18,1980,Vendor-1,Pending,0,0,0
1400,2400,26-11-2022,Item-4,116,17,1972,Vendor-1,Received,1972,1422.9,549.1
1401,2401,29-08-2022,Item-4,148,14,2072,Vendor-8,Pending,0,0,0
1402,2402,06-06-2022,Item-2,349,20,6980,Vendor-10,Received,6980,1504.6,5475.4
1403,2403,13-07-2022,Item-2,274,17,4658,Vendor-3,Received,4658,2127.8,2530.2
1404,2404,28-07-2022,Item-3,413,16,6608,Vendor-1,Pending,0,0,0
1405,2405,20-09-2022,Item-3,117,10,1170,Vendor-8,Received,1170,1149.6,20.4
1406,2406,31-10-2022,Item-3,291,14,4074,Vendor-7,Pending,0,0,0
1407,2407,14-09-2022,Item-1,474,15,7110,Vendor-7,Received,7110,4963.1,2146.9
1408,2408,21-09-2022,Item-4,419,13,5447,Vendor-2,Received,5447,5437.4,9.6
1409,2409,19-11-2022,Item-3,445,10,4450,Vendor-4,Received,4450,2635.4,1814.6
1410,2410,05-06-2022,Item-2,384,19,7296,Vendor-7,Pending,0,0,0
1411,2411,09-10-2022,Item-3,179,18,3222,Vendor-3,Pending,0,0,0
1412,2412,29-10-2022,Item-3,282,19,5358,Vendor-6,Pending,0,0,0
1413,2413,02-03-2022,Item-2,205,15,3075,Vendor-9,Received,3075,1707.3,1367.7
1414,2414,31-08-2022,Item-4,367,17,6239,Vendor-8,Received,6239,3349,2890
1415,2415,10-08-2022,Item-1,170,18,3060,Vendor-6,Pending,0,0,0
1416,2416,14-04-2022,Item-2,129,19,2451,Vendor-4,Pending,0,0,0
1417,2417,06-09-2022,Item-2,392,13,5096,Vendor-7,Pending,0,0,0
1418,2418,23-02-2022,Item-4,413,11,4543,Vendor-4,Received,4543,2533.8,2009.2
1419,2419,01-09-2022,Item-2,242,15,3630,Vendor-8,Received,3630,1263.1,2366.9
1420,2420,01-06-2022,Item-3,456,20,9120,Vendor-1,Pending,0,0,0
1421,2421,16-09-2022,Item-4,404,10,4040,Vendor-1,Received,4040,1443.3,2596.7
1422,2422,13-06-2022,Item-4,439,12,5268,Vendor-1,Pending,0,0,0
1423,2423,05-02-2022,Item-3,385,14,5390,Vendor-4,Received,5390,2838.5,2551.5
1424,2424,27-02-2022,Item-3,103,16,1648,Vendor-4,Received,1648,1383.8,264.2
1425,2425,30-12-2022,Item-3,244,16,3904,Vendor-9,Received,3904,1799,2105
1426,2426,26-06-2022,Item-4,446,17,7582,Vendor-3,Pending,0,0,0
1427,2427,02-07-2022,Item-4,308,10,3080,Vendor-4,Pending,0,0,0
1428,2428,06-03-2022,Item-1,368,12,4416,Vendor-8,Received,4416,3360.4,1055.6
1429,2429,19-01-2022,Item-4,133,17,2261,Vendor-9,Received,2261,1021.7,1239.3
1430,2430,17-11-2022,Item-3,193,17,3281,Vendor-9,Received,3281,1528.4,1752.6
1431,2431,10-10-2022,Item-3,123,18,2214,Vendor-9,Received,2214,1333,881
1432,2432,10-12-2022,Item-1,251,18,4518,Vendor-6,Pending,0,0,0
1433,2433,18-07-2022,Item-2,406,12,4872,Vendor-9,Received,4872,1831.2,3040.8
1434,2434,12-10-2022,Item-4,433,13,5629,Vendor-5,Pending,0,0,0
1435,2435,14-12-2022,Item-3,330,17,5610,Vendor-8,Received,5610,4286.6,1323.4
1436,2436,01-05-2022,Item-4,400,16,6400,Vendor-3,Pending,0,0,0
1437,2437,22-01-2022,Item-2,430,14,6020,Vendor-10,Pending,0,0,0
1438,2438,21-08-2022,Item-1,217,12,2604,Vendor-1,Received,2604,2574.2,29.8
1439,2439,30-09-2022,Item-1,247,15,3705,Vendor-7,Received,3705,3571.7,133.3
1440,2440,24-07-2022,Item-1,286,12,3432,Vendor-7,Received,3432,1104.8,2327.2
1441,2441,25-08-2022,Item-2,187,14,2618,Vendor-5,Pending,0,0,0
1442,2442,16-03-2022,Item-3,232,18,4176,Vendor-1,Received,4176,2809.5,1366.5
1443,2443,21-07-2022,Item-2,313,17,5321,Vendor-6,Pending,0,0,0
1444,2444,15-09-2022,Item-2,415,11,4565,Vendor-7,Pending,0,0,0
1445,2445,09-12-2022,Item-3,397,18,7146,Vendor-5,Pending,0,0,0
1446,2446,24-04-2022,Item-2,250,12,3000,Vendor-5,Received,3000,1360.8,1639.2
1447,2447,12-11-2022,Item-4,439,11,4829,Vendor-8,Received,4829,1714.9,3114.1
1448,2448,30-04-2022,Item-1,320,11,3520,Vendor-2,Pending,0,0,0
1449,2449,14-08-2022,Item-4,371,15,5565,Vendor-10,Pending,0,0,0
1450,2450,18-10-2022,Item-3,362,10,3620,Vendor-4,Pending,0,0,0
1451,2451,10-09-2022,Item-4,243,18,4374,Vendor-5,Received,4374,1474.6,2899.4
1452,2452,18-03-2022,Item-3,272,14,3808,Vendor-10,Pending,0,0,0
1453,2453,17-12-2022,Item-3,180,19,3420,Vendor-10,Pending,0,0,0
1454,2454,03-02-2022,Item-4,457,17,7769,Vendor-2,Received,7769,1141,6628
1455,2455,14-01-2022,Item-1,247,16,3952,Vendor-4,Pending,0,0,0
1456,2456,24-12-2022,Item-1,441,15,6615,Vendor-8,Pending,0,0,0
1457,2457,05-09-2022,Item-2,415,12,4980,Vendor-6,Received,4980,3410,1570
1458,2458,09-08-2022,Item-4,313,14,4382,Vendor-4,Pending,0,0,0
1459,2459,13-11-2022,Item-4,111,18,1998,Vendor-2,Pending,0,0,0
1460,2460,28-03-2022,Item-3,376,19,7144,Vendor-9,Received,7144,4285.2,2858.8
1461,2461,21-10-2022,Item-2,487,20,9740,Vendor-1,Received,9740,4797.8,4942.2
1462,2462,26-08-2022,Item-1,168,17,2856,Vendor-7,Pending,0,0,0
1463,2463,09-06-2022,Item-1,256,16,4096,Vendor-3,Pending,0,0,0
1464,2464,20-12-2022,Item-2,128,11,1408,Vendor-5,Pending,0,0,0
1465,2465,21-01-2022,Item-4,423,10,4230,Vendor-9,Pending,0,0,0
1466,2466,04-08-2022,Item-3,306,14,4284,Vendor-1,Pending,0,0,0
1467,2467,07-10-2022,Item-3,465,11,5115,Vendor-3,Received,5115,4560.8,554.2
1468,2468,07-07-2022,Item-1,421,19,7999,Vendor-8,Pending,0,0,0
1469,2469,07-05-2022,Item-3,500,18,9000,Vendor-4,Received,9000,4880.6,4119.4
1470,2470,05-01-2022,Item-3,463,10,4630,Vendor-2,Pending,0,0,0
1471,2471,16-03-2022,Item-2,342,17,5814,Vendor-9,Pending,0,0,0
1472,2472,27-05-2022,Item-4,345,20,6900,Vendor-7,Pending,0,0,0
1473,2473,25-10-2022,Item-3,203,20,4060,Vendor-9,Received,4060,2612.1,1447.9
1474,2474,05-07-2022,Item-1,171,11,1881,Vendor-10,Pending,0,0,0
1475,2475,11-01-2022,Item-1,113,10,1130,Vendor-6,Received,1130,1084.1,45.9
1476,2476,09-08-2022,Item-4,455,18,8190,Vendor-2,Received,8190,6674.9,1515.1
1477,2477,09-09-2022,Item-1,202,11,2222,Vendor-3,Received,2222,1279.6,942.4
1478,2478,01-03-2022,Item-3,344,20,6880,Vendor-5,Pending,0,0,0
1479,2479,17-08-2022,Item-2,355,15,5325,Vendor-6,Received,5325,2800,2525
1480,2480,23-06-2022,Item-3,392,10,3920,Vendor-7,Pending,0,0,0
1481,2481,06-07-2022,Item-1,266,19,5054,Vendor-1,Pending,0,0,0
1482,2482,17-03-2022,Item-2,490,17,8330,Vendor-6,Pending,0,0,0
1483,2483,31-08-2022,Item-3,218,20,4360,Vendor-7,Received,4360,2406.9,1953.1
1484,2484,16-08-2022,Item-1,115,19,2185,Vendor-7,Pending,0,0,0
1485,2485,18-02-2022,Item-4,343,20,6860,Vendor-10,Received,6860,6215.8,644.2
1486,2486,01-12-2022,Item-2,454,14,6356,Vendor-6,Pending,0,0,0
1487,2487,07-04-2022,Item-1,410,19,7790,Vendor-5,Pending,0,0,0
1488,2488,24-08-2022,Item-1,304,19,5776,Vendor-6,Pending,0,0,0
1489,2489,28-04-2022,Item-3,246,11,2706,Vendor-8,Received,2706,2627.9,78.1
1490,2490,28-01-2022,Item-1,477,20,9540,Vendor-1,Pending,0,0,0
1491,2491,22-02-2022,Item-1,240,12,2880,Vendor-1,Pending,0,0,0
1492,2492,22-08-2022,Item-2,346,12,4152,Vendor-7,Received,4152,2548.3,1603.7
1493,2493,20-09-2022,Item-1,302,16,4832,Vendor-8,Pending,0,0,0
1494,2494,27-10-2022,Item-2,466,19,8854,Vendor-6,Received,8854,6214.9,2639.1
1495,2495,30-04-2022,Item-4,421,17,7157,Vendor-3,Pending,0,0,0
1496,2496,17-12-2022,Item-4,201,20,4020,Vendor-10,Pending,0,0,0
1497,2497,07-07-2022,Item-4,451,19,8569,Vendor-5,Received,8569,3119.4,5449.6
1498,2498,13-03-2022,Item-3,309,14,4326,Vendor-9,Pending,0,0,0
